Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume, Code, Name
IAF,176,Aberdeen Australia Equity Fund Inc.,Financial,Closed-End Fund - Foreign,USA,,,8.68,-0.03%,51697,GOOG/AMEX_IAF,Aberdeen Australia Equity Fund Inc 
IBIO,177,"iBio, Inc.",Healthcare,Biotechnology,USA,18.44,,0.34,-0.59%,200,GOOG/AMEX_IBIO,Ibio Inc 
ICH,178,"Investors Capital Holdings, Ltd.",Financial,Diversified Investments,USA,48.25,,7.18,-0.55%,2600,GOOG/AMEX_ICH,Investors Capital Holdings Ltd 
IDI,179,SearchMedia Holdings Ltd.,Services,Advertising Agencies,USA,40.94,,1.27,-0.01%,45600,GOOG/AMEX_IDI,Tiger Media Inc 
IDN,180,"Intellicheck Mobilisa, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,16.4,,0.59,-0.25%,2511,GOOG/AMEX_IDN,Intellicheck Mobilisa
IEC,181,IEC Electronics Corp.,Technology,Printed Circuit Boards,USA,42.69,62.86,4.33,-1.59%,1671,GOOG/AMEX_IEC,IEC Electronics Corp. 
IF,182,"Aberdeen Indonesia Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,,,9.14,0.33%,3653,GOOG/AMEX_IF,Aberdeen Indonesia Fund Inc 
IFMI,183,"Institutional Financial Markets, Inc.",Financial,Mortgage Investment,USA,24.23,,2.04,0.00%,11998,GOOG/AMEX_IFMI,Institutional Financial Markets Inc 
IG,184,"IGI, Laboratories, Inc.",Healthcare,Biotechnology,USA,123.68,,2.89,1.40%,8014,GOOG/AMEX_IG,IGI Laboratories
IGC,185,"India Globalization Capital, Inc.",Industrial Goods,Heavy Construction,USA,6.3,,0.86,-4.63%,11646,GOOG/AMEX_IGC,India Globalization Capital
IHT,187,Innsuites Hospitality Trust,Financial,REIT - Hotel/Motel,USA,16.0,,1.94,1.57%,1000,GOOG/AMEX_IHT,InnSuites Hospitality Trust 
IMH,188,Impac Mortgage Holdings Inc.,Financial,Mortgage Investment,USA,57.56,5.11,6.65,0.15%,6074,GOOG/AMEX_IMH,IMPAC Mortgage Holdings
IMO,189,Imperial Oil Ltd.,Basic Materials,Major Integrated Oil & Gas,Canada,36285.76,13.5,42.71,-0.23%,54725,GOOG/AMEX_IMO,Imperial Oil Limited 
INFU,191,"InfuSystem Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,46.13,105.5,2.1,-0.46%,6815,GOOG/AMEX_INFU,InfuSystem Holdings
INO,192,"Inovio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,405.03,,2.16,2.37%,2107339,GOOG/AMEX_INO,Inovio Pharmaceuticals Inc 
INS,193,Intelligent Systems,Technology,Technical & System Software,USA,15.05,14.0,1.68,0.00%,0,GOOG/AMEX_INS,Intelligent Systems Corporation 
INUV,195,"Inuvo, Inc.",Services,Marketing Services,USA,33.54,,1.41,-2.08%,3813,GOOG/AMEX_INUV,Inuvo
IOT,196,Income Opportunity Realty Investors Inc.,Financial,Real Estate Development,USA,20.63,14.56,4.95,0.00%,0,GOOG/AMEX_IOT,Income Opportunity Realty Investors
ISL,198,Aberdeen Israel Fund Inc.,Financial,Closed-End Fund - Foreign,USA,,,16.76,0.10%,722,GOOG/AMEX_ISL,Aberdeen Israel Fund Inc 
ISR,199,"IsoRay, Inc.",Healthcare,Medical Instruments & Supplies,USA,15.92,,0.45,-1.65%,59689,GOOG/AMEX_ISR,IsoRay
ITI,200,"Iteris, Inc.",Technology,Communication Equipment,USA,67.87,69.33,2.08,0.00%,20140,GOOG/AMEX_ITI,Iteris Inc 
JOB,201,General Employment Enterprises Inc.,Services,Staffing & Outsourcing Services,USA,4.99,,0.23,0.00%,19804,GOOG/AMEX_JOB,General Employment Enterprises
JRS,202,Nuveen Real Estate Income Fund,Financial,Asset Management,USA,273.51,9.32,9.52,0.11%,95280,GOOG/AMEX_JRS,Nuveen Real Estate Income Fund 
KBX,203,Kimber Resources Inc.,Basic Materials,Gold,Canada,,,0.13,0.00%,0,GOOG/AMEX_KBX,Kimber Resources
LAQ,204,"Aberdeen Latin America Equity Fund, Inc.",Financial,Asset Management,USA,,,29.87,0.00%,0,GOOG/AMEX_LAQ,Aberdeen Latin America Equity Fund
LBY,206,Libbey Inc.,Consumer Goods,Housewares & Accessories,USA,459.74,22.76,21.74,1.64%,6328,GOOG/AMEX_LBY,Libbey Inc. 
LEI,207,"Lucas Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,25.44,,0.96,4.34%,46834,GOOG/AMEX_LEI,Lucas Energy
LGL,208,"The LGL Group, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,12.79,,4.93,0.00%,602,GOOG/AMEX_LGL,The LGL Group
LNG,209,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,9118.52,,41.08,-0.56%,357486,GOOG/AMEX_LNG,Cheniere Energy
LODE,210,"Comstock Mining, Inc.",Basic Materials,Gold,USA,108.77,,1.67,-1.71%,22372,GOOG/AMEX_LODE,Comstock Mining
LOV,211,"Spark Networks, Inc.",Services,Consumer Services,USA,139.91,,5.86,-0.51%,85315,GOOG/AMEX_LOV,Spark Networks Inc 
LSG,212,Lake Shore Gold Corp.,Basic Materials,Gold,Canada,212.48,,0.5,-2.73%,150687,GOOG/AMEX_LSG,Lake Shore Gold Corp Ordinary Shares 
LTS,213,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,USA,567.09,,3.08,-1.28%,104148,GOOG/AMEX_LTS,Ladenburg Thalmann Financial Services 
MAB,214,Eaton Vance Massachusetts Municipal Bond Fund,Financial,Closed-End Fund - Debt,USA,,,12.28,0.00%,23403,GOOG/AMEX_MAB,Eaton Vance Massachusetts Municipal Bond Fund Common Shares of Beneficial Interest
MCF,215,Contango Oil & Gas Co.,Basic Materials,Independent Oil & Gas,USA,656.27,17.49,43.6,0.95%,24825,GOOG/AMEX_MCF,Contango Oil &amp; Gas Company 
MCZ,216,Mad Catz Interactive Inc.,Technology,Computer Peripherals,USA,33.64,,0.51,-2.83%,57815,GOOG/AMEX_MCZ,Mad Catz Interactive
MDM,217,Mountain Province Diamonds Inc.,Basic Materials,Nonmetallic Mineral Mining,Canada,460.48,,4.89,-0.03%,1062,GOOG/AMEX_MDM,Mountain Province Diamonds
MDW,218,Midway Gold Corp.,Basic Materials,Gold,USA,104.98,,0.8,-1.23%,34258,GOOG/AMEX_MDW,Midway Gold Corp 
MEA,219,Metalico Inc.,Industrial Goods,Metal Fabrication,USA,78.3,,1.62,-0.61%,12941,GOOG/AMEX_MEA,Metalico
MEET,220,"MeetMe, Inc.",Technology,Internet Information Providers,USA,64.57,,1.7,0.59%,70585,GOOG/AMEX_MEET,Meetme Inc 
MGH,221,Minco Gold Corporation,Basic Materials,Gold,Canada,9.06,,0.17,-5.50%,15900,GOOG/AMEX_MGH,Minco Gold Corporation 
MGN,222,"Mines Management, Inc.",Basic Materials,Silver,USA,17.11,,0.6,1.69%,14675,GOOG/AMEX_MGN,Mines Management
MGT,223,"MGT Capital Investments, Inc.",Services,Business Services,United Kingdom,13.87,,2.81,-3.44%,16166,GOOG/AMEX_MGT,MGT Capital Investments Inc. 
MHE,224,BlackRock Massachusetts Health and Education Tax-Exempt Trust,Financial,Closed-End Fund - Debt,USA,,,11.64,-0.09%,1952,GOOG/AMEX_MHE,Massachusetts Health and Education Tax-Exempt Trust Mutual Fund 
MHH,225,"Mastech Holdings, Inc.",Services,Staffing & Outsourcing Services,USA,50.11,19.17,15.19,1.61%,1001,GOOG/AMEX_MHH,Mastech Holdings
MIW,226,Eaton Vance Michigan Municipal Bond Fund,Financial,Closed-End Fund - Debt,USA,,,11.55,2.48%,6046,GOOG/AMEX_MIW,Eaton Vance Michigan Municipal Bond Fund 
MMV,227,Eaton Vance Massachusetts Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,,,12.29,0.16%,5685,GOOG/AMEX_MMV,Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest 
MOC,228,Command Security Corp.,Services,Security & Protection Services,USA,19.92,36.17,2.17,0.00%,0,GOOG/AMEX_MOC,Command Security Corporation 
MSN,229,Emerson Radio Corp.,Consumer Goods,Electronic Equipment,USA,51.28,27.0,1.89,0.00%,3330,GOOG/AMEX_MSN,Emerson Radio Corp 
MVF,231,"BlackRock MuniVest Fund, Inc.",Financial,Asset Management,USA,563.71,3.36,8.86,0.34%,94492,GOOG/AMEX_MVF,Munivest Fund 
MVG,232,Mag Silver Corp.,Basic Materials,Silver,Canada,306.12,,5.09,0.00%,13239,GOOG/AMEX_MVG,Mag Silver Corp 
MXA,233,Minnesota Municipal Income Portfolio Inc.,Financial,Closed-End Fund - Debt,USA,,,14.51,1.11%,2373,GOOG/AMEX_MXA,Minnesota Municipal Income Portfolio Inc. 
MXC,234,Mexco Energy Corporation,Basic Materials,Independent Oil & Gas,USA,14.56,143.0,7.49,4.76%,3799,GOOG/AMEX_MXC,Mexco Energy Corporation 
MXN,235,First American Minnesota Municipal Income Fund II Inc.,Financial,Closed-End Fund - Debt,USA,,,12.91,0.39%,1062,GOOG/AMEX_MXN,First American Minnesota Municipal Income Fund II
MZA,236,"BlackRock Muniyield Arizona Fund, Inc.",Financial,Asset Management,USA,59.45,,13.03,0.35%,6373,GOOG/AMEX_MZA,Blackrock MuniYield Arizona Fund
NAK,237,Northern Dynasty Minerals Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,120.66,,1.29,1.57%,92312,GOOG/AMEX_NAK,Northern Dynasty Minerals Ltd. 
NBH,239,Neuberger Berman Intermediate Municipal Fund Inc.,Financial,Closed-End Fund - Debt,USA,,,14.51,0.14%,39903,GOOG/AMEX_NBH,Neuberger Ber. Intermediate Muni. Fund 
NBO,240,Neuberger Berman New York Intermediate Municipal Fund Inc.,Financial,Closed-End Fund - Debt,USA,,,12.63,1.36%,26025,GOOG/AMEX_NBO,Neuberger Berman NY Intrmdt Mncpl Fd Inc 
NBW,241,Neuberger Berman California Intermediate Municipal Fund Inc.,Financial,Closed-End Fund - Debt,USA,,,13.64,0.15%,25282,GOOG/AMEX_NBW,Neuberger Ber. CA Intermediate Muni Fund 
NBY,242,"NovaBay Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,46.08,,1.22,-0.81%,59081,GOOG/AMEX_NBY,NovaBay Pharmaceuticals
NCQ,243,NovaCopper Inc.,Basic Materials,Industrial Metals & Minerals,Canada,76.42,,1.4,-2.78%,54307,GOOG/AMEX_NCQ,Novacopper Inc. Common Stock 
NCU,244,Nuveen California Premium Income Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.89,0.00%,3081,GOOG/AMEX_NCU,Nuveen California Premium Income Municipal Fund Common Shares of Beneficial Interest 
NEA,245,Nuveen Insured Tax-Free Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,11.87,0.17%,223910,GOOG/AMEX_NEA,Nuveen Amt-Free Municipal Income Fund 
NEN,247,New England Realty Associates LP,Financial,Property Management,USA,5.89,188.71,45.29,0.00%,0,GOOG/AMEX_NEN,New England Realty Associates LP 
NEWN,248,New Energy Systems Group,Technology,Diversified Electronics,China,0.88,,0.09,50.00%,10000,GOOG/AMEX_NEWN,New Energy Systems Group. 
NG,249,NovaGold Resources Inc.,Basic Materials,Gold,Canada,728.26,,2.33,1.30%,305579,GOOG/AMEX_NG,NovaGold Resources Inc. 
NGD,250,"New Gold, Inc.",Basic Materials,Gold,Canada,2392.3,12.07,4.85,0.41%,887766,GOOG/AMEX_NGD,New Gold Inc. 
NGX,251,Nuveen Insured Massachusetts Tax-Free Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,11.45,-0.43%,176,GOOG/AMEX_NGX,Nuveen Massachusetts AMT- Free Municipal Income Fund Common Shares of Beneficial Interest 
NHC,252,National Healthcare Corp.,Healthcare,Long-Term Care Facilities,USA,713.11,13.83,52.1,0.97%,2119,GOOG/AMEX_NHC,National HealthCare Corporation 
NHS,253,Neuberger Berman High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA,,,13.15,-0.23%,28427,GOOG/AMEX_NHS,Neuberger Berman High Yield Strateges Fd 
NKG,254,Nuveen Georgia Dividend Advantage Municipal Fund 2,Financial,Asset Management,USA,124.38,22.67,11.82,0.26%,29529,GOOG/AMEX_NKG,Nuveen Georgia Dividend Advntg Mncpl Fd2 
NKX,255,Nuveen Insured California Tax Free Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.0,0.25%,57062,GOOG/AMEX_NKX,Nuveen California Amt-Free Munpl Incm Fd 
NLP,256,NTS Realty Holdings LP,Financial,Real Estate Development,USA,73.81,,7.08,-0.40%,2210,GOOG/AMEX_NLP,NTS Realty Holdings LP 
NMB,257,Nuveen Massachusetts Dividend Advantage Municipal Fund,Financial,Asset Management,USA,23.46,24.43,11.97,0.00%,0,GOOG/AMEX_NMB,Nuveen Massachusetts Dividend Advantage Municipal Fund Common Shares of Beneficial Interest 
NMZ,258,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA,360.59,6.77,11.58,1.22%,139095,GOOG/AMEX_NMZ,Nuveen Municipal High Income Oppty Fund 
NOG,260,"Northern Oil and Gas, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,918.91,16.73,14.79,0.48%,146849,GOOG/AMEX_NOG,Northern Oil &amp; Gas
NOM,261,Nuveen Missouri Premium Income Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.5,-0.08%,4427,GOOG/AMEX_NOM,Nuveen Missouri Premium Income Municipal Fund Common Shares of Beneficial Interest 
NRK,262,Nuveen Insured New York Tax-Free Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.16,1.16%,259817,GOOG/AMEX_NRK,Unknown Name
NRO,263,Neuberger Berman Real Estate Securities Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,,,4.3,0.58%,62243,GOOG/AMEX_NRO,Neuberger Berman Real Estate Sec Inc Fd 
NSU,265,Nevsun Resources Ltd.,Basic Materials,Gold,Canada,626.88,7.88,3.14,-0.32%,40051,GOOG/AMEX_NSU,Nevsun Resources 
NTN,266,NTN Buzztime Inc.,Services,Broadcasting - TV,USA,49.03,,0.67,-3.62%,30777,GOOG/AMEX_NTN,NTN Buzztime Inc 
NTS,267,"NTS, Inc",Technology,Diversified Communication Services,USA,80.41,,1.96,0.51%,4647,GOOG/AMEX_NTS,Nts Inc 
NUJ,268,Nuveen New Jersey Dividend Advantage Municipal Fund 2,Financial,Closed-End Fund - Debt,USA,,,12.08,-0.74%,766,GOOG/AMEX_NUJ,Nuveen New Jersey Dividend Adv Muni Fd 2 
NVG,269,Nuveen Insured Dividend Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.43,0.32%,43968,GOOG/AMEX_NVG,Nuveen Dividend Advantage Municipal Income Fund Common Shares of Beneficial Interest 
NVX,270,Nuveen California Dividend Advantage Municipal Fund 2,Financial,Asset Management,USA,183.17,6.89,12.5,0.73%,21707,GOOG/AMEX_NVX,Nuveen California Dividend Advantage Municipal Fund 2 Share of Beneficial Interest 
NVY,271,Nuveen Pennsylvania Dividend Advantage Municipal Fund 2,Financial,Closed-End Fund - Debt,USA,,,11.9,1.12%,5302,GOOG/AMEX_NVY,Nuveen Pennsylvania Dividend Advantage 
NXJ,272,Nuveen New Jersey Dividend Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.37,0.08%,24016,GOOG/AMEX_NXJ,Nuveen New Jersey Dividend Advantg Mncpl 
NXK,273,Nuveen New York Dividend Advantage Municipal Fund 2,Financial,Closed-End Fund - Debt,USA,,,12.22,-0.65%,4400,GOOG/AMEX_NXK,Nuveen New York Dividnd Advntg Mncpl Fd2 
NXM,274,Nuveen Pennsylvania Dividend Advantage Municipal Fund,Financial,Closed-End Fund - Debt,USA,,,12.19,1.36%,8501,GOOG/AMEX_NXM,Nuveen Pennsylvania Dividend Advtg Mncpl 
NXZ,275,Nuveen Dividend Advatage Municipal Fund 2,Financial,Closed-End Fund - Debt,USA,,,12.59,0.96%,65946,GOOG/AMEX_NXZ,Nuveen Dividend Advantage Municipal Fd 2 
NYH,276,Eaton Vance New York Municipal Bond Fund II,Financial,Closed-End Fund - Debt,USA,,,10.92,-0.08%,2679,GOOG/AMEX_NYH,Eaton Vance New York Municipal Bond Fund II Common Shares of Beneficial Interest
NZF,277,Nuveen Dividend Advantage Municipal Fund 3,Financial,Closed-End Fund - Debt,USA,,,12.17,0.16%,186167,GOOG/AMEX_NZF,Nuveen Dividend Advantage Municipal Fd 3 
NZH,278,Nuveen California Dividend Advantage Municipal Fund 3,Financial,Asset Management,USA,271.2,6.85,11.32,0.80%,43164,GOOG/AMEX_NZH,Nuveen California Dvdnd Advntg Munpl Fd3 
OESX,279,"Orion Energy Systems, Inc",Technology,Diversified Electronics,USA,147.27,53.54,6.84,-1.68%,36673,GOOG/AMEX_OESX,Orion Energy Systems
OIH,281,Market Vectors Oil Services ETF,Financial,Exchange Traded Fund,USA,,,46.95,-0.63%,1978072,GOOG/AMEX_OIH,Market Vectors Oil Services ETF 
ONP,282,"Orient Paper, Inc.",Consumer Goods,Paper & Paper Products,China,46.88,4.54,2.37,-6.69%,48133,GOOG/AMEX_ONP,Orient Paper Inc 
PAL,285,North American Palladium Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,75.4,,0.43,2.21%,360669,GOOG/AMEX_PAL,North American Palladium Ltd 
PBM,286,Pacific Booker Minerals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,79.72,,6.48,0.47%,986,GOOG/AMEX_PBM,Pacific Booker Minerals Inc Ordinary Shares 
PCC,287,PMC Commercial Trust,Financial,REIT - Industrial,USA,93.24,97.78,8.76,-0.45%,722,GOOG/AMEX_PCC,PMC Commercial Trust 
PDO,288,Pyramid Oil Company,Basic Materials,Independent Oil & Gas,USA,24.33,64.88,4.97,-4.24%,137,GOOG/AMEX_PDO,Pyramid Oil Company 
PHF,291,Pacholder High Yield Fund Inc.,Financial,Closed-End Fund - Debt,USA,,,7.96,0.25%,3803,GOOG/AMEX_PHF,Pacholder High Yield Fund Inc 
PIP,292,"PharmAthene, Inc.",Healthcare,Biotechnology,USA,88.06,,1.71,-3.39%,229228,GOOG/AMEX_PIP,PharmAthene
PLG,293,Platinum Group Metals Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,442.99,,1.06,-3.63%,94943,GOOG/AMEX_PLG,Platinum Group Metals Limited 
PLM,294,Polymet Mining Corp.,Basic Materials,Industrial Metals & Minerals,Canada,201.77,,0.97,1.05%,63351,GOOG/AMEX_PLM,PolyMet Mining Corp. 
PLX,295,"Protalix BioTherapeutics, Inc.",Healthcare,Biotechnology,Israel,367.87,,4.01,0.75%,178568,GOOG/AMEX_PLX,Protalix BioTherapeutics Inc. 
PPH,296,Market Vectors Pharmaceutical ETF,Financial,Exchange Traded Fund,USA,,,51.52,0.43%,16038,GOOG/AMEX_PPH,Market Vectors Pharmaceutical ETF 
PRK,297,Park National Corp.,Financial,Regional - Midwest Banks,USA,1258.7,16.53,81.71,0.05%,3819,GOOG/AMEX_PRK,Park National Corporation 
PTN,298,Palatin Technologies Inc.,Healthcare,Diagnostic Substances,USA,82.09,,0.77,0.00%,2537,GOOG/AMEX_PTN,Palatin Technologies
PW,299,Power REIT,Financial,REIT - Diversified,USA,13.89,,8.32,-2.00%,103,GOOG/AMEX_PW,Power REIT 
PZG,300,Paramount Gold and Silver Corp.,Basic Materials,Industrial Metals & Minerals,Canada,147.94,,0.98,2.98%,176697,GOOG/AMEX_PZG,Paramount Gold and Silver Corp. 
QMM,301,Quaterra Resources Inc.,Basic Materials,Industrial Metals & Minerals,Canada,14.48,,0.08,5.19%,43290,GOOG/AMEX_QMM,Quaterra Resources Inc Ordinary Shares 
QRM,302,Quest Rare Minerals Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,28.91,,0.43,0.28%,13450,GOOG/AMEX_QRM,Quest Rare Minerals Ltd Common Shares 
RBY,303,Rubicon Minerals Corporation,Basic Materials,Gold,Canada,210.59,,0.77,5.14%,392732,GOOG/AMEX_RBY,Rubicon Minerals Corp. 
RCG,304,"RENN Global Entrepreneurs Fund, Inc.",Financial,Asset Management,USA,6.12,3.7,1.37,0.00%,0,GOOG/AMEX_RCG,RENN Global Entrepreneurs Fund
REE,305,Rare Element Resources Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,62.4,,1.29,-1.49%,60996,GOOG/AMEX_REE,Rare Element Resources Ltd 
RIC,308,Richmont Mines Inc.,Basic Materials,Gold,Canada,38.41,,0.99,1.88%,10506,GOOG/AMEX_RIC,Richmont Mines Inc. 
RKH,310,Market Vectors Bank and Brokerage ETF,Financial,Exchange Traded Fund,USA,,,53.1,0.00%,0,GOOG/AMEX_RKH,Merrill Lynch Regional Bank HOLDRS ETF 
RLGT,311,"Radiant Logistics, Inc.",Services,Air Delivery & Freight Services,USA,77.68,19.42,2.32,-0.34%,19301,GOOG/AMEX_RLGT,Radiant Logistics 
RNN,312,"Rexahn Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,56.1,,0.44,1.28%,312954,GOOG/AMEX_RNN,Rexahn Pharmaceuticals
ROX,313,Castle Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,88.37,,0.8,-0.25%,130295,GOOG/AMEX_ROX,Castle Brands Inc 
RPI,314,Roberts Realty Investors Inc.,Financial,REIT - Retail,USA,9.68,,0.94,0.00%,300,GOOG/AMEX_RPI,Roberts Realty Investors
RTH,315,Market Vectors Retail ETF,Financial,Exchange Traded Fund,USA,,,59.97,0.39%,10089,GOOG/AMEX_RTH,Merrill Lynch Retail HOLDRS ETF 
RVM,316,Revett Minerals Inc,Basic Materials,Industrial Metals & Minerals,USA,22.14,,0.64,-0.47%,17300,GOOG/AMEX_RVM,Revett Minerals Inc ADR 
RVP,317,Retractable Technologies Inc.,Healthcare,Medical Instruments & Supplies,USA,77.61,,2.89,0.70%,12074,GOOG/AMEX_RVP,Retractable Technologies
RWC,318,RELM Wireless Corp.,Technology,Communication Equipment,USA,44.55,29.82,3.39,3.35%,694,GOOG/AMEX_RWC,RELM Wireless Corporation 
SARA,320,Saratoga Resources Inc.,Basic Materials,Independent Oil & Gas,USA,38.37,,1.25,0.81%,36054,GOOG/AMEX_SARA,Saratoga Resources
SBI,321,Western Asset Intermediate Muni Fund Inc.,Financial,Closed-End Fund - Debt,USA,,,9.07,0.42%,5260,GOOG/AMEX_SBI,Western Asset Intermediate Muni Fund Inc 
SEB,322,Seaboard Corp.,Consumer Goods,Meat Products,USA,3287.01,16.21,2752.01,-0.20%,99,GOOG/AMEX_SEB,Seaboard Corporation 
SGA,323,Saga Communications Inc.,Services,Broadcasting - Radio,USA,286.2,18.84,49.35,-0.78%,3444,GOOG/AMEX_SGA,Saga Communications
SGB,324,Southwest Georgia Financial Corp.,Financial,Regional - Mid-Atlantic Banks,USA,28.95,13.21,11.36,0.00%,0,GOOG/AMEX_SGB,Southwest Georgia Financial Corp. 
SIF,325,SIFCO Industries Inc.,Industrial Goods,Metal Fabrication,USA,139.75,14.36,25.25,-2.88%,3935,GOOG/AMEX_SIF,SIFCO Industries
SIM,326,Grupo Simec S.A.B. de C.V.,Basic Materials,Steel & Iron,Mexico,2048.9,24.22,12.42,0.57%,1211,GOOG/AMEX_SIM,Grupo Simec S.A.B. de C.V. 
SLI,328,SL Industries Inc.,Technology,Diversified Electronics,USA,104.3,8.55,25.16,-0.28%,1101,GOOG/AMEX_SLI,SL Industries
SMH,329,Market Vectors Semiconductor ETF,Financial,Exchange Traded Fund,USA,,,41.33,-0.27%,506687,GOOG/AMEX_SMH,Merrill Lynch Semiconductors HOLDRS ETF 
SOQ,330,Sonde Resources Corp.,Basic Materials,Oil & Gas Drilling & Exploration,Canada,38.63,,0.65,4.84%,26763,GOOG/AMEX_SOQ,Sonde Resources Corp 
SSN,331,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration,Australia,48.34,,0.41,0.27%,49139,GOOG/AMEX_SSN,Samson Oil &amp; Gas Limited 
SSY,332,SunLink Health Systems Inc.,Healthcare,Hospitals,USA,8.21,,0.87,0.00%,0,GOOG/AMEX_SSY,SunLink Health Systems
STS,334,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles,USA,89.21,17.81,5.71,3.47%,24613,GOOG/AMEX_STS,Supreme Industries
SVBL,335,"Silver Bull Resources, Inc.",Basic Materials,Industrial Metals & Minerals,Canada,54.08,,0.35,2.91%,85540,GOOG/AMEX_SVBL,Silver Bull Resources Inc 
SVT,337,Servotronics Inc.,Industrial Goods,Industrial Electrical Equipment,USA,18.98,14.12,8.25,0.73%,3300,GOOG/AMEX_SVT,Servotronics
SYN,339,Synthetic Biologics Inc.,Healthcare,Biotechnology,USA,47.78,,1.13,5.42%,509050,GOOG/AMEX_SYN,Synthetic Biologics Inc 
SYRG,340,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,623.4,53.53,8.85,-2.75%,70432,GOOG/AMEX_SYRG,Synergy Resources Corp 
TAS,341,Tasman Metals Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,52.33,,0.89,3.13%,72696,GOOG/AMEX_TAS,Tasman Metals 
TAT,342,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,USA,269.32,,0.76,3.86%,117331,GOOG/AMEX_TAT,TransAtlantic Petroleum Ltd 
TCX,343,Tucows Inc.,Technology,Internet Information Providers,Canada,125.67,36.38,2.84,-2.41%,49299,GOOG/AMEX_TCX,Tucows Inc. 
TGB,344,Taseko Mines Ltd.,Basic Materials,Industrial Metals & Minerals,Canada,349.8,,1.84,0.82%,228959,GOOG/AMEX_TGB,Taseko Mines Limited 
TGC,345,Tengasco Inc.,Basic Materials,Independent Oil & Gas,USA,23.73,7.8,0.39,-0.03%,74566,GOOG/AMEX_TGC,Tengasco
TGD,346,Timmins Gold Corp.,Basic Materials,Gold,Canada,154.25,5.1,1.05,-1.87%,86128,GOOG/AMEX_TGD,Timmins Gold Corp 
THM,347,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,40.21,,0.39,-4.07%,44225,GOOG/AMEX_THM,International Tower Hill Mines Ltd
TIK,348,Tel-Instrument Electronics Corp.,Technology,Scientific & Technical Instruments,USA,13.04,,4.03,0.00%,0,GOOG/AMEX_TIK,Tel-Instrument Electronics Corp. 
TIS,349,Orchids Paper Products Company,Consumer Goods,Paper & Paper Products,USA,248.0,20.35,31.15,0.03%,7044,GOOG/AMEX_TIS,Orchids Paper Products Company 
TLR,350,Timberline Resources Corp.,Basic Materials,Gold,USA,11.58,,0.17,0.12%,21585,GOOG/AMEX_TLR,Timberline Resources Corp 
TMP,351,Tompkins Financial Corporation.,Financial,Regional - Northeast Banks,USA,712.69,14.97,48.94,-0.33%,4588,GOOG/AMEX_TMP,Tompkins Financial Corporation 
TOF,352,Tofutti Brands Inc.,Consumer Goods,Food - Major Diversified,USA,17.11,,3.32,0.00%,302,GOOG/AMEX_TOF,Tofutti Brands Inc. 
TPI,353,"Tianyin Pharmaceutical Co., Inc.",Healthcare,Drug Manufacturers - Other,China,24.96,3.7,0.85,-0.59%,1275,GOOG/AMEX_TPI,Tianyin Pharmaceutical Inc Co 
TPLM,354,Triangle Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,707.58,74.58,8.69,-2.91%,751862,GOOG/AMEX_TPLM,Triangle Petroleum Corporation 
TRT,355,Trio-Tech International,Technology,Semiconductor Equipment & Materials,USA,10.73,,3.26,0.93%,394,GOOG/AMEX_TRT,Trio-Tech International 
